year.x	author.x	title.x	filename.x	year.y	author.y	title.y	filename.y	same.author	train.or.test	case.id	answer	author.seen
1874	amd	sd	1874-amd-sd	1913	amd	amc	1913-amd-amc	TRUE	train	1874-amd-sd 1913-amd-amc	1	TRUE
1852	tsa	ml	1852-tsa-ml	1871	wdh	twj	1871-wdh-twj	FALSE	train	1852-tsa-ml 1871-wdh-twj	0	TRUE
1850	sw	www-v2	1850-sw-www-v2	1868	sw	d	1868-sw-d	TRUE	train	1850-sw-www-v2 1868-sw-d	1	TRUE
1876	sw	wh-c	1876-sw-wh-c	1891	es	mm	1891-es-mm	FALSE	train	1876-sw-wh-c 1891-es-mm	0	TRUE
1889	ga	hs	1889-ga-hs	1908	ga	tgi	1908-ga-tgi	TRUE	train	1889-ga-hs 1908-ga-tgi	1	TRUE
1876	lma	rib	1876-lma-rib	1877	amd	fhtm	1877-amd-fhtm	FALSE	train	1876-lma-rib 1877-amd-fhtm	0	TRUE
1873	amd	hn	1873-amd-hn	1903	amd	hgs	1903-amd-hgs	TRUE	train	1873-amd-hn 1903-amd-hgs	1	TRUE
1851	tsa	wt	1851-tsa-wt	1856	tsa	woc	1856-tsa-woc	TRUE	train	1851-tsa-wt 1856-tsa-woc	1	TRUE
1900	ga	sn	1900-ga-sn	1905	ga	tbitf	1905-ga-tbitf	TRUE	train	1900-ga-sn 1905-ga-tbitf	1	TRUE
1881	wdh	ami	1881-wdh-ami	1901	wdh	apopl	1901-wdh-apopl	TRUE	train	1881-wdh-ami 1901-wdh-apopl	1	TRUE
1852	tsa	trowww	1852-tsa-trowww	1868	tsa	ats	1868-tsa-ats	TRUE	train	1852-tsa-trowww 1868-tsa-ats	1	TRUE
1864	sw	mh	1864-sw-mh	1867	wdh	vl	1867-wdh-vl	FALSE	train	1864-sw-mh 1867-wdh-vl	0	TRUE
1874	amd	sd	1874-amd-sd	1883	amd	fgh	1883-amd-fgh	TRUE	train	1874-amd-sd 1883-amd-fgh	1	TRUE
1876	sw	tgoc-c	1876-sw-tgoc-c	1913	wdh	fst	1913-wdh-fst	FALSE	train	1876-sw-tgoc-c 1913-wdh-fst	0	TRUE
1874	cdw	batsot	1874-cdw-batsot	1903	hm	tgc	1903-hm-tgc	FALSE	train	1874-cdw-batsot 1903-hm-tgc	0	TRUE
1884	lma	sws	1884-lma-sws	1890	amd	algiop	1890-amd-algiop	FALSE	train	1884-lma-sws 1890-amd-algiop	0	TRUE
1881	cdw	wi-2	1881-cdw-wi-2	1894	mh	mwws	1894-mh-mwws	FALSE	train	1881-cdw-wi-2 1894-mh-mwws	0	TRUE
1873	cfw	tosh	1873-cfw-tosh	1888	es	e	1888-es-e	FALSE	train	1873-cfw-tosh 1888-es-e	0	TRUE
1894	mt	tet	1894-mt-tet	1919	ga	ta	1919-ga-ta	FALSE	train	1894-mt-tet 1919-ga-ta	0	TRUE
1891	mt	tac	1891-mt-tac	1894	mt	tet	1894-mt-tet	TRUE	train	1891-mt-tac 1894-mt-tet	1	TRUE
1897	ga	psaht	1897-ga-psaht	1905	ga	ttt	1905-ga-ttt	TRUE	train	1897-ga-psaht 1905-ga-ttt	1	TRUE
1850	sw	www-v2	1850-sw-www-v2	1865	wta	tyl	1865-wta-tyl	FALSE	train	1850-sw-www-v2 1865-wta-tyl	0	TRUE
