year.x	author.x	title.x	filename.x	year.y	author.y	title.y	filename.y	same.author	train.or.test	case.id	answer	author.seen
1880	sw	teoac	1880-sw-teoac	1882	sw	n	1882-sw-n	TRUE	train	1880-sw-teoac 1882-sw-n	1	TRUE
1890	wdh	abt	1890-wdh-abt	1895	wdh	mlp	1895-wdh-mlp	TRUE	train	1890-wdh-abt 1895-wdh-mlp	1	TRUE
1874	amd	sd	1874-amd-sd	1891	amd	thobh	1891-amd-thobh	TRUE	train	1874-amd-sd 1891-amd-thobh	1	TRUE
1907	amd	hgs	1907-amd-hgs	1908	amd	algios	1908-amd-algios	TRUE	train	1907-amd-hgs 1908-amd-algios	1	TRUE
1868	sw	ditf	1868-sw-ditf	1871	wta	nl	1871-wta-nl	FALSE	train	1868-sw-ditf 1871-wta-nl	0	TRUE
1864	wta	waw	1864-wta-waw	1895	wta	ai	1895-wta-ai	TRUE	train	1864-wta-waw 1895-wta-ai	1	TRUE
1874	amd	sd	1874-amd-sd	1877	amd	fhtm	1877-amd-fhtm	TRUE	train	1874-amd-sd 1877-amd-fhtm	1	TRUE
1876	amd	nkk	1876-amd-nkk	1896	amd	algiony	1896-amd-algiony	TRUE	train	1876-amd-nkk 1896-amd-algiony	1	TRUE
1868	tsa	ats	1868-tsa-ats	1880	lma	jaj	1880-lma-jaj	FALSE	train	1868-tsa-ats 1880-lma-jaj	0	TRUE
1873	cfw	tosh	1873-cfw-tosh	1912	rwc	tbol	1912-rwc-tbol	FALSE	train	1873-cfw-tosh 1912-rwc-tbol	0	TRUE
1868	wta	dtr	1868-wta-dtr	1900	amd	algiow	1900-amd-algiow	FALSE	train	1868-wta-dtr 1900-amd-algiow	0	TRUE
1853	tsa	tirotith	1853-tsa-tirotith	1877	tsa	tsatu	1877-tsa-tsatu	TRUE	train	1853-tsa-tirotith 1877-tsa-tsatu	1	TRUE
1894	cfw	hc	1894-cfw-hc	1909	hm	tgg	1909-hm-tgg	FALSE	train	1894-cfw-hc 1909-hm-tgg	0	TRUE
1853	tsa	tirotith	1853-tsa-tirotith	1890	tsa	absal	1890-tsa-absal	TRUE	train	1853-tsa-tirotith 1890-tsa-absal	1	TRUE
1905	amd	hgaah	1905-amd-hgaah	1912	amd	tcitlorh	1912-amd-tcitlorh	TRUE	train	1905-amd-hgaah 1912-amd-tcitlorh	1	TRUE
1897	amd	ha	1897-amd-ha	1919	es	tpc	1919-es-tpc	FALSE	train	1897-amd-ha 1919-es-tpc	0	TRUE
1851	tsa	ttw	1851-tsa-ttw	1860	tsa	tah	1860-tsa-tah	TRUE	train	1851-tsa-ttw 1860-tsa-tah	1	TRUE
1856	sw	hots	1856-sw-hots	1868	tsa	aasaos	1868-tsa-aasaos	FALSE	train	1856-sw-hots 1868-tsa-aasaos	0	TRUE
1871	wdh	twj	1871-wdh-twj	1895	wdh	mlp	1895-wdh-mlp	TRUE	train	1871-wdh-twj 1895-wdh-mlp	1	TRUE
1881	cdw	wi-2	1881-cdw-wi-2	1906	ga	r	1906-ga-r	FALSE	train	1881-cdw-wi-2 1906-ga-r	0	TRUE
1887	wdh	ah	1887-wdh-ah	1898	wdh	aoec	1898-wdh-aoec	TRUE	train	1887-wdh-ah 1898-wdh-aoec	1	TRUE
1885	wdh	is	1885-wdh-is	1908	wdh	far	1908-wdh-far	TRUE	train	1885-wdh-is 1908-wdh-far	1	TRUE
1908	wdh	far	1908-wdh-far	1916	wdh	yomy	1916-wdh-yomy	TRUE	train	1908-wdh-far 1916-wdh-yomy	1	TRUE
1893	ga	td	1893-ga-td	1915	hm	tmdm	1915-hm-tmdm	FALSE	train	1893-ga-td 1915-hm-tmdm	0	TRUE
1868	wta	fof	1868-wta-fof	1917	ga	tlp	1917-ga-tlp	FALSE	train	1868-wta-fof 1917-ga-tlp	0	TRUE
1851	tsa	tlasorl	1851-tsa-tlasorl	1856	tsa	fan	1856-tsa-fan	TRUE	train	1851-tsa-tlasorl 1856-tsa-fan	1	TRUE
1851	tsa	ttw	1851-tsa-ttw	1854	tsa	tniabr	1854-tsa-tniabr	TRUE	train	1851-tsa-ttw 1854-tsa-tniabr	1	TRUE
1864	wta	waw	1864-wta-waw	1871	amd	ks	1871-amd-ks	FALSE	train	1864-wta-waw 1871-amd-ks	0	TRUE
1889	mt	acyikac	1889-mt-acyikac	1908	wdh	far	1908-wdh-far	FALSE	train	1889-mt-acyikac 1908-wdh-far	0	TRUE
1866	wta	hah	1866-wta-hah	1916	rwc	tds	1916-rwc-tds	FALSE	train	1866-wta-hah 1916-rwc-tds	0	TRUE
1860	tsa	tah	1860-tsa-tah	1907	hm	tbm	1907-hm-tbm	FALSE	train	1860-tsa-tah 1907-hm-tbm	0	TRUE
1871	amd	ks	1871-amd-ks	1877	amd	fhtm	1877-amd-fhtm	TRUE	train	1871-amd-ks 1877-amd-fhtm	1	TRUE
1874	wdh	afc	1874-wdh-afc	1879	amd	hm	1879-amd-hm	FALSE	train	1874-wdh-afc 1879-amd-hm	0	TRUE
1868	amd	sa	1868-amd-sa	1906	amd	ael	1906-amd-ael	TRUE	train	1868-amd-sa 1906-amd-ael	1	TRUE
1852	sw	q-v2	1852-sw-q-v2	1871	sw	o	1871-sw-o	TRUE	train	1852-sw-q-v2 1871-sw-o	1	TRUE
1893	wta	avu	1893-wta-avu	1896	wta	fye	1896-wta-fye	TRUE	train	1893-wta-avu 1896-wta-fye	1	TRUE
1899	amd	thos	1899-amd-thos	1913	amd	amc	1913-amd-amc	TRUE	train	1899-amd-thos 1913-amd-amc	1	TRUE
1871	amd	ks	1871-amd-ks	1894	amd	iwrt	1894-amd-iwrt	TRUE	train	1871-amd-ks 1894-amd-iwrt	1	TRUE
1871	wta	utb	1871-wta-utb	1896	wta	tbc-r	1896-wta-tbc-r	TRUE	train	1871-wta-utb 1896-wta-tbc-r	1	TRUE
1871	wdh	twj	1871-wdh-twj	1914	amd	tgamm	1914-amd-tgamm	FALSE	train	1871-wdh-twj 1914-amd-tgamm	0	TRUE
1859	tsa	lg	1859-tsa-lg	1868	tsa	aasaos	1868-tsa-aasaos	TRUE	train	1859-tsa-lg 1868-tsa-aasaos	1	TRUE
1870	mh	al	1870-mh-al	1894	amd	iwrt	1894-amd-iwrt	FALSE	train	1870-mh-al 1894-amd-iwrt	0	TRUE
1864	sw	mh-v2	1864-sw-mh-v2	1871	sw	o	1871-sw-o	TRUE	train	1864-sw-mh-v2 1871-sw-o	1	TRUE
1876	sw	wh-c	1876-sw-wh-c	1882	sw	n	1882-sw-n	TRUE	train	1876-sw-wh-c 1882-sw-n	1	TRUE
1871	sw	thit	1871-sw-thit	1884	lma	sws	1884-lma-sws	FALSE	train	1871-sw-thit 1884-lma-sws	0	TRUE
1851	tsa	ttw	1851-tsa-ttw	1892	wta	fftr	1892-wta-fftr	FALSE	train	1851-tsa-ttw 1892-wta-fftr	0	TRUE
1910	wdh	ii	1910-wdh-ii	1913	hm	pc	1913-hm-pc	FALSE	train	1910-wdh-ii 1913-hm-pc	0	TRUE
1895	wdh	mlp	1895-wdh-mlp	1916	wdh	yomy	1916-wdh-yomy	TRUE	train	1895-wdh-mlp 1916-wdh-yomy	1	TRUE
1870	sw	wsc	1870-sw-wsc	1904	amd	algic	1904-amd-algic	FALSE	train	1870-sw-wsc 1904-amd-algic	0	TRUE
1880	sw	teoac	1880-sw-teoac	1902	amd	algiod	1902-amd-algiod	FALSE	train	1880-sw-teoac 1902-amd-algiod	0	TRUE
1908	hm	tlotm	1908-hm-tlotm	1918	ew	tm-sh	1918-ew-tm-sh	FALSE	train	1908-hm-tlotm 1918-ew-tm-sh	0	TRUE
1897	amd	ha	1897-amd-ha	1898	amd	algiob	1898-amd-algiob	TRUE	train	1897-amd-ha 1898-amd-algiob	1	TRUE
1909	hm	tgg	1909-hm-tgg	1915	hm	tvitf	1915-hm-tvitf	TRUE	train	1909-hm-tgg 1915-hm-tvitf	1	TRUE
1868	tsa	aasaos	1868-tsa-aasaos	1906	amd	algioq	1906-amd-algioq	FALSE	train	1868-tsa-aasaos 1906-amd-algioq	0	TRUE
1894	rwc	itq	1894-rwc-itq	1916	wdh	yomy	1916-wdh-yomy	FALSE	train	1894-rwc-itq 1916-wdh-yomy	0	TRUE
1884	mh	mhcfb-nf	1884-mh-mhcfb-nf	1899	cdw	tf	1899-cdw-tf	FALSE	train	1884-mh-mhcfb-nf 1899-cdw-tf	0	TRUE
1867	amd	sd	1867-amd-sd	1893	mt	ttopw	1893-mt-ttopw	FALSE	train	1867-amd-sd 1893-mt-ttopw	0	TRUE
1883	amd	fgh	1883-amd-fgh	1913	amd	amc	1913-amd-amc	TRUE	train	1883-amd-fgh 1913-amd-amc	1	TRUE
1909	mh	tsoall-a	1909-mh-tsoall-a	1917	ew	s	1917-ew-s	FALSE	train	1909-mh-tsoall-a 1917-ew-s	0	TRUE
1870	mh	al	1870-mh-al	1880	mh	csith-nf	1880-mh-csith-nf	TRUE	train	1870-mh-al 1880-mh-csith-nf	1	TRUE
1873	wdh	aca	1873-wdh-aca	1881	sw	aloc	1881-sw-aloc	FALSE	train	1873-wdh-aca 1881-sw-aloc	0	TRUE
1903	amd	hbkh	1903-amd-hbkh	1908	amd	algios	1908-amd-algios	TRUE	train	1903-amd-hbkh 1908-amd-algios	1	TRUE
1864	sw	toh-v2	1864-sw-toh-v2	1890	wdh	abt	1890-wdh-abt	FALSE	train	1864-sw-toh-v2 1890-wdh-abt	0	TRUE
1883	amd	wkm	1883-amd-wkm	1897	amd	algola	1897-amd-algola	TRUE	train	1883-amd-wkm 1897-amd-algola	1	TRUE
1873	cfw	tosh	1873-cfw-tosh	1895	cfw	daois	1895-cfw-daois	TRUE	train	1873-cfw-tosh 1895-cfw-daois	1	TRUE
1906	ga	r	1906-ga-r	1907	amd	hgs	1907-amd-hgs	FALSE	train	1906-ga-r 1907-amd-hgs	0	TRUE
1879	wdh	tlofa	1879-wdh-tlofa	1907	rwc	tys	1907-rwc-tys	FALSE	train	1879-wdh-tlofa 1907-rwc-tys	0	TRUE
1896	amd	algiony	1896-amd-algiony	1902	wdh	tk	1902-wdh-tk	FALSE	train	1896-amd-algiony 1902-wdh-tk	0	TRUE
1868	tsa	aasaos	1868-tsa-aasaos	1895	wdh	mlp	1895-wdh-mlp	FALSE	train	1868-tsa-aasaos 1895-wdh-mlp	0	TRUE
1875	amd	da	1875-amd-da	1897	amd	ha	1897-amd-ha	TRUE	train	1875-amd-da 1897-amd-ha	1	TRUE
1874	wdh	afc	1874-wdh-afc	1906	rwc	tfc	1906-rwc-tfc	FALSE	train	1874-wdh-afc 1906-rwc-tfc	0	TRUE
1898	ga	tvr	1898-ga-tvr	1913	rwc	qa	1913-rwc-qa	FALSE	train	1898-ga-tvr 1913-rwc-qa	0	TRUE
1866	wta	hah	1866-wta-hah	1867	wta	saf	1867-wta-saf	TRUE	train	1866-wta-hah 1867-wta-saf	1	TRUE
1870	sw	wsc	1870-sw-wsc	1884	es	b	1884-es-b	FALSE	train	1870-sw-wsc 1884-es-b	0	TRUE
1864	sw	toh-v2	1864-sw-toh-v2	1877	sw	d	1877-sw-d	TRUE	train	1864-sw-toh-v2 1877-sw-d	1	TRUE
1871	wdh	ss	1871-wdh-ss	1908	wdh	rhao	1908-wdh-rhao	TRUE	train	1871-wdh-ss 1908-wdh-rhao	1	TRUE
1901	rwc	c	1901-rwc-c	1908	wdh	rhao	1908-wdh-rhao	FALSE	train	1901-rwc-c 1908-wdh-rhao	0	TRUE
1871	wdh	ss	1871-wdh-ss	1887	wdh	ah	1887-wdh-ah	TRUE	train	1871-wdh-ss 1887-wdh-ah	1	TRUE
1868	amd	sa	1868-amd-sa	1905	amd	algiosf	1905-amd-algiosf	TRUE	train	1868-amd-sa 1905-amd-algiosf	1	TRUE
1886	amd	fohh	1886-amd-fohh	1894	amd	iwrt	1894-amd-iwrt	TRUE	train	1886-amd-fohh 1894-amd-iwrt	1	TRUE
1852	tsa	hhalp	1852-tsa-hhalp	1902	wdh	tfotpb	1902-wdh-tfotpb	FALSE	train	1852-tsa-hhalp 1902-wdh-tfotpb	0	TRUE
