year.x	author.x	title.x	filename.x	year.y	author.y	title.y	filename.y	same.author	train.or.test	case.id	answer	author.seen
1853	tsa	tirotith	1853-tsa-tirotith	1865	tsa	nbm	1865-tsa-nbm	TRUE	train	1853-tsa-tirotith 1865-tsa-nbm	1	TRUE
1866	amd	it	1866-amd-it	1903	amd	hgs	1903-amd-hgs	TRUE	train	1866-amd-it 1903-amd-hgs	1	TRUE
1856	tsa	twg	1856-tsa-twg	1859	tsa	tacoah	1859-tsa-tacoah	TRUE	train	1856-tsa-twg 1859-tsa-tacoah	1	TRUE
1877	amd	fhtm	1877-amd-fhtm	1896	amd	algiony	1896-amd-algiony	TRUE	train	1877-amd-fhtm 1896-amd-algiony	1	TRUE
1864	sw	toh-v2	1864-sw-toh-v2	1879	sw	md	1879-sw-md	TRUE	train	1864-sw-toh-v2 1879-sw-md	1	TRUE
1872	cdw	bs	1872-cdw-bs	1879	amd	hm	1879-amd-hm	FALSE	train	1872-cdw-bs 1879-amd-hm	0	TRUE
1852	tsa	trowww	1852-tsa-trowww	1907	hm	tbm	1907-hm-tbm	FALSE	train	1852-tsa-trowww 1907-hm-tbm	0	TRUE
1877	amd	fhtm	1877-amd-fhtm	1914	amd	tgamm	1914-amd-tgamm	TRUE	train	1877-amd-fhtm 1914-amd-tgamm	1	TRUE
1905	amd	algiosf	1905-amd-algiosf	1912	amd	tcitlorh	1912-amd-tcitlorh	TRUE	train	1905-amd-algiosf 1912-amd-tcitlorh	1	TRUE
1909	es	dotr	1909-es-dotr	1916	ga	mb	1916-ga-mb	FALSE	train	1909-es-dotr 1916-ga-mb	0	TRUE
1873	amd	hn	1873-amd-hn	1903	amd	algiosl	1903-amd-algiosl	TRUE	train	1873-amd-hn 1903-amd-algiosl	1	TRUE
1867	wdh	vl	1867-wdh-vl	1899	wdh	arl	1899-wdh-arl	TRUE	train	1867-wdh-vl 1899-wdh-arl	1	TRUE
1850	sw	www-v2	1850-sw-www-v2	1912	amd	tcitlorh	1912-amd-tcitlorh	FALSE	train	1850-sw-www-v2 1912-amd-tcitlorh	0	TRUE
1873	tsa	ca	1873-tsa-ca	1909	es	dotr	1909-es-dotr	FALSE	train	1873-tsa-ca 1909-es-dotr	0	TRUE
1894	es	e	1894-es-e	1897	mt	fte	1897-mt-fte	FALSE	train	1894-es-e 1897-mt-fte	0	TRUE
1873	wdh	aca	1873-wdh-aca	1902	wdh	tk	1902-wdh-tk	TRUE	train	1873-wdh-aca 1902-wdh-tk	1	TRUE
1887	es	mim	1887-es-mim	1904	rwc	tr	1904-rwc-tr	FALSE	train	1887-es-mim 1904-rwc-tr	0	TRUE
1880	amd	liagc	1880-amd-liagc	1881	amd	awi	1881-amd-awi	TRUE	train	1880-amd-liagc 1881-amd-awi	1	TRUE
1896	wta	tbc-r	1896-wta-tbc-r	1919	rwc	tct	1919-rwc-tct	FALSE	train	1896-wta-tbc-r 1919-rwc-tct	0	TRUE
