year.x	author.x	title.x	filename.x	year.y	author.y	title.y	filename.y	same.author	train.or.test	case.id	answer	author.seen
1867	wdh	vl	1867-wdh-vl	1871	wdh	ss	1871-wdh-ss	TRUE	train	1867-wdh-vl 1871-wdh-ss	1	TRUE
1877	wdh	aca	1877-wdh-aca	1884	wdh	trpsl	1884-wdh-trpsl	TRUE	train	1877-wdh-aca 1884-wdh-trpsl	1	TRUE
1881	wdh	dbp	1881-wdh-dbp	1897	wdh	soo	1897-wdh-soo	TRUE	train	1881-wdh-dbp 1897-wdh-soo	1	TRUE
1902	amd	algiod	1902-amd-algiod	1903	amd	algiosl	1903-amd-algiosl	TRUE	train	1902-amd-algiod 1903-amd-algiosl	1	TRUE
1897	wdh	soo	1897-wdh-soo	1902	wdh	tfotpb	1902-wdh-tfotpb	TRUE	train	1897-wdh-soo 1902-wdh-tfotpb	1	TRUE
1875	amd	da	1875-amd-da	1883	amd	fgh	1883-amd-fgh	TRUE	train	1875-amd-da 1883-amd-fgh	1	TRUE
1871	amd	hd	1871-amd-hd	1899	amd	thos	1899-amd-thos	TRUE	train	1871-amd-hd 1899-amd-thos	1	TRUE
1859	tsa	lg	1859-tsa-lg	1914	amd	tgamm	1914-amd-tgamm	FALSE	train	1859-tsa-lg 1914-amd-tgamm	0	TRUE
1881	wdh	dbp	1881-wdh-dbp	1898	wdh	aoec	1898-wdh-aoec	TRUE	train	1881-wdh-dbp 1898-wdh-aoec	1	TRUE
1871	amd	hd	1871-amd-hd	1875	tsa	dowithoaf	1875-tsa-dowithoaf	FALSE	train	1871-amd-hd 1875-tsa-dowithoaf	0	TRUE
1889	amd	amaae	1889-amd-amaae	1907	wdh	btdatd	1907-wdh-btdatd	FALSE	train	1889-amd-amaae 1907-wdh-btdatd	0	TRUE
1874	amd	towwlias	1874-amd-towwlias	1903	amd	hbkh	1903-amd-hbkh	TRUE	train	1874-amd-towwlias 1903-amd-hbkh	1	TRUE
1901	wdh	apopl	1901-wdh-apopl	1905	amd	hgaah	1905-amd-hgaah	FALSE	train	1901-wdh-apopl 1905-amd-hgaah	0	TRUE
1858	tsa	thbnth	1858-tsa-thbnth	1859	tsa	lg	1859-tsa-lg	TRUE	train	1858-tsa-thbnth 1859-tsa-lg	1	TRUE
1851	tsa	lilfawwrt	1851-tsa-lilfawwrt	1896	wdh	tlatlh	1896-wdh-tlatlh	FALSE	train	1851-tsa-lilfawwrt 1896-wdh-tlatlh	0	TRUE
1883	amd	wkm	1883-amd-wkm	1897	amd	ha	1897-amd-ha	TRUE	train	1883-amd-wkm 1897-amd-ha	1	TRUE
1889	wdh	ahonf-v1	1889-wdh-ahonf-v1	1909	wdh	sec	1909-wdh-sec	TRUE	train	1889-wdh-ahonf-v1 1909-wdh-sec	1	TRUE
1897	amd	ha	1897-amd-ha	1904	amd	algic	1904-amd-algic	TRUE	train	1897-amd-ha 1904-amd-algic	1	TRUE
1900	amd	algiow	1900-amd-algiow	1902	amd	algiod	1902-amd-algiod	TRUE	train	1900-amd-algiow 1902-amd-algiod	1	TRUE
1907	wdh	btdatd	1907-wdh-btdatd	1912	amd	tcitlorh	1912-amd-tcitlorh	FALSE	train	1907-wdh-btdatd 1912-amd-tcitlorh	0	TRUE
1884	amd	ootw	1884-amd-ootw	1903	wdh	qs	1903-wdh-qs	FALSE	train	1884-amd-ootw 1903-wdh-qs	0	TRUE
1874	amd	towwlias	1874-amd-towwlias	1913	amd	amc	1913-amd-amc	TRUE	train	1874-amd-towwlias 1913-amd-amc	1	TRUE
1851	tsa	wt	1851-tsa-wt	1889	amd	amaae	1889-amd-amaae	FALSE	train	1851-tsa-wt 1889-amd-amaae	0	TRUE
1874	amd	sd	1874-amd-sd	1907	wdh	tteotn	1907-wdh-tteotn	FALSE	train	1874-amd-sd 1907-wdh-tteotn	0	TRUE
1874	amd	towwlias	1874-amd-towwlias	1910	wdh	ii	1910-wdh-ii	FALSE	train	1874-amd-towwlias 1910-wdh-ii	0	TRUE
1905	amd	hgaah	1905-amd-hgaah	1907	wdh	tteotn	1907-wdh-tteotn	FALSE	train	1905-amd-hgaah 1907-wdh-tteotn	0	TRUE
1851	tsa	ttw	1851-tsa-ttw	1903	wdh	qs	1903-wdh-qs	FALSE	train	1851-tsa-ttw 1903-wdh-qs	0	TRUE
1899	amd	thos	1899-amd-thos	1900	amd	algiow	1900-amd-algiow	TRUE	train	1899-amd-thos 1900-amd-algiow	1	TRUE
1905	amd	algiosf	1905-amd-algiosf	1908	wdh	far	1908-wdh-far	FALSE	train	1905-amd-algiosf 1908-wdh-far	0	TRUE
1875	tsa	dowithoaf	1875-tsa-dowithoaf	1913	amd	amc	1913-amd-amc	FALSE	train	1875-tsa-dowithoaf 1913-amd-amc	0	TRUE
1874	amd	towwlias	1874-amd-towwlias	1883	amd	fgh	1883-amd-fgh	TRUE	train	1874-amd-towwlias 1883-amd-fgh	1	TRUE
1884	amd	ootw	1884-amd-ootw	1909	amd	hgt	1909-amd-hgt	TRUE	train	1884-amd-ootw 1909-amd-hgt	1	TRUE
1890	tsa	absal	1890-tsa-absal	1896	wdh	tlatlh	1896-wdh-tlatlh	FALSE	train	1890-tsa-absal 1896-wdh-tlatlh	0	TRUE
1870	amd	kar	1870-amd-kar	1909	wdh	sec	1909-wdh-sec	FALSE	train	1870-amd-kar 1909-wdh-sec	0	TRUE
1852	tsa	hhalp	1852-tsa-hhalp	1868	tsa	aasaos	1868-tsa-aasaos	TRUE	train	1852-tsa-hhalp 1868-tsa-aasaos	1	TRUE
1899	amd	thos	1899-amd-thos	1913	amd	trhcag	1913-amd-trhcag	TRUE	train	1899-amd-thos 1913-amd-trhcag	1	TRUE
1904	amd	algic	1904-amd-algic	1908	wdh	far	1908-wdh-far	FALSE	train	1904-amd-algic 1908-wdh-far	0	TRUE
1893	wdh	tcob	1893-wdh-tcob	1897	amd	ha	1897-amd-ha	FALSE	train	1893-wdh-tcob 1897-amd-ha	0	TRUE
1853	tsa	fpotwol	1853-tsa-fpotwol	1876	amd	nkk	1876-amd-nkk	FALSE	train	1853-tsa-fpotwol 1876-amd-nkk	0	TRUE
1872	tsa	tyiamt	1872-tsa-tyiamt	1897	amd	hpitw	1897-amd-hpitw	FALSE	train	1872-tsa-tyiamt 1897-amd-hpitw	0	TRUE
1884	amd	ootw	1884-amd-ootw	1907	wdh	btdatd	1907-wdh-btdatd	FALSE	train	1884-amd-ootw 1907-wdh-btdatd	0	TRUE
1865	tsa	nbm	1865-tsa-nbm	1909	wdh	sec	1909-wdh-sec	FALSE	train	1865-tsa-nbm 1909-wdh-sec	0	TRUE
1859	tsa	lg	1859-tsa-lg	1905	amd	algiosf	1905-amd-algiosf	FALSE	train	1859-tsa-lg 1905-amd-algiosf	0	TRUE
1851	tsa	ttw	1851-tsa-ttw	1897	amd	ha	1897-amd-ha	FALSE	train	1851-tsa-ttw 1897-amd-ha	0	TRUE
1877	amd	fhtm	1877-amd-fhtm	1910	wdh	ii	1910-wdh-ii	FALSE	train	1877-amd-fhtm 1910-wdh-ii	0	TRUE
1865	tsa	nbm	1865-tsa-nbm	1897	amd	hpitw	1897-amd-hpitw	FALSE	train	1865-tsa-nbm 1897-amd-hpitw	0	TRUE
1852	tsa	hhalp	1852-tsa-hhalp	1913	amd	trhcag	1913-amd-trhcag	FALSE	train	1852-tsa-hhalp 1913-amd-trhcag	0	TRUE
1879	amd	hm	1879-amd-hm	1881	wdh	dbp	1881-wdh-dbp	FALSE	train	1879-amd-hm 1881-wdh-dbp	0	TRUE
1889	wdh	ahonf-v2	1889-wdh-ahonf-v2	1910	wdh	ii	1910-wdh-ii	TRUE	train	1889-wdh-ahonf-v2 1910-wdh-ii	1	TRUE
1877	tsa	tsatu	1877-tsa-tsatu	1896	wdh	tlatlh	1896-wdh-tlatlh	FALSE	train	1877-tsa-tsatu 1896-wdh-tlatlh	0	TRUE
1868	tsa	aasaos	1868-tsa-aasaos	1903	amd	hbkh	1903-amd-hbkh	FALSE	train	1868-tsa-aasaos 1903-amd-hbkh	0	TRUE
1852	tsa	ml	1852-tsa-ml	1879	amd	hm	1879-amd-hm	FALSE	train	1852-tsa-ml 1879-amd-hm	0	TRUE
1852	tsa	hhalp	1852-tsa-hhalp	1884	wdh	trpsl	1884-wdh-trpsl	FALSE	train	1852-tsa-hhalp 1884-wdh-trpsl	0	TRUE
1884	amd	ootw	1884-amd-ootw	1889	wdh	ahonf-v1	1889-wdh-ahonf-v1	FALSE	train	1884-amd-ootw 1889-wdh-ahonf-v1	0	TRUE
1877	tsa	tsatu	1877-tsa-tsatu	1890	amd	algiop	1890-amd-algiop	FALSE	train	1877-tsa-tsatu 1890-amd-algiop	0	TRUE
1898	amd	algiob	1898-amd-algiob	1906	amd	ael	1906-amd-ael	TRUE	train	1898-amd-algiob 1906-amd-ael	1	TRUE
1874	amd	sd	1874-amd-sd	1903	amd	algiosl	1903-amd-algiosl	TRUE	train	1874-amd-sd 1903-amd-algiosl	1	TRUE
1866	amd	it	1866-amd-it	1877	tsa	tsatu	1877-tsa-tsatu	FALSE	train	1866-amd-it 1877-tsa-tsatu	0	TRUE
1887	wdh	ah	1887-wdh-ah	1899	amd	thos	1899-amd-thos	FALSE	train	1887-wdh-ah 1899-amd-thos	0	TRUE
1859	tsa	lg	1859-tsa-lg	1908	amd	algios	1908-amd-algios	FALSE	train	1859-tsa-lg 1908-amd-algios	0	TRUE
1874	amd	sd	1874-amd-sd	1900	amd	algiow	1900-amd-algiow	TRUE	train	1874-amd-sd 1900-amd-algiow	1	TRUE
1872	tsa	tyiamt	1872-tsa-tyiamt	1904	amd	algic	1904-amd-algic	FALSE	train	1872-tsa-tyiamt 1904-amd-algic	0	TRUE
1874	amd	sd	1874-amd-sd	1908	amd	algios	1908-amd-algios	TRUE	train	1874-amd-sd 1908-amd-algios	1	TRUE
1889	amd	amaae	1889-amd-amaae	1900	amd	algiow	1900-amd-algiow	TRUE	train	1889-amd-amaae 1900-amd-algiow	1	TRUE
1870	amd	kar	1870-amd-kar	1877	tsa	tsatu	1877-tsa-tsatu	FALSE	train	1870-amd-kar 1877-tsa-tsatu	0	TRUE
1851	tsa	ttw	1851-tsa-ttw	1852	tsa	hhalp	1852-tsa-hhalp	TRUE	train	1851-tsa-ttw 1852-tsa-hhalp	1	TRUE
1901	wdh	apopl	1901-wdh-apopl	1910	wdh	ii	1910-wdh-ii	TRUE	train	1901-wdh-apopl 1910-wdh-ii	1	TRUE
1868	tsa	aasaos	1868-tsa-aasaos	1868	tsa	ats	1868-tsa-ats	TRUE	train	1868-tsa-aasaos 1868-tsa-ats	1	TRUE
1881	wdh	dbp	1881-wdh-dbp	1904	amd	algic	1904-amd-algic	FALSE	train	1881-wdh-dbp 1904-amd-algic	0	TRUE
1851	tsa	lilfawwrt	1851-tsa-lilfawwrt	1871	amd	hd	1871-amd-hd	FALSE	train	1851-tsa-lilfawwrt 1871-amd-hd	0	TRUE
1867	amd	sd	1867-amd-sd	1871	amd	hd	1871-amd-hd	TRUE	train	1867-amd-sd 1871-amd-hd	1	TRUE
1898	wdh	aoec	1898-wdh-aoec	1907	wdh	btdatd	1907-wdh-btdatd	TRUE	train	1898-wdh-aoec 1907-wdh-btdatd	1	TRUE
1902	amd	algiod	1902-amd-algiod	1903	wdh	qs	1903-wdh-qs	FALSE	train	1902-amd-algiod 1903-wdh-qs	0	TRUE
1865	tsa	nbm	1865-tsa-nbm	1894	amd	iwrt	1894-amd-iwrt	FALSE	train	1865-tsa-nbm 1894-amd-iwrt	0	TRUE
1874	amd	sd	1874-amd-sd	1883	amd	wkm	1883-amd-wkm	TRUE	train	1874-amd-sd 1883-amd-wkm	1	TRUE
1875	amd	da	1875-amd-da	1879	amd	hm	1879-amd-hm	TRUE	train	1875-amd-da 1879-amd-hm	1	TRUE
1871	amd	hd	1871-amd-hd	1909	amd	hgt	1909-amd-hgt	TRUE	train	1871-amd-hd 1909-amd-hgt	1	TRUE
1874	amd	sd	1874-amd-sd	1903	amd	hbkh	1903-amd-hbkh	TRUE	train	1874-amd-sd 1903-amd-hbkh	1	TRUE
1871	wdh	ss	1871-wdh-ss	1907	amd	hgs	1907-amd-hgs	FALSE	train	1871-wdh-ss 1907-amd-hgs	0	TRUE
1899	wdh	arl	1899-wdh-arl	1901	wdh	apopl	1901-wdh-apopl	TRUE	train	1899-wdh-arl 1901-wdh-apopl	1	TRUE
1890	amd	algiop	1890-amd-algiop	1903	wdh	qs	1903-wdh-qs	FALSE	train	1890-amd-algiop 1903-wdh-qs	0	TRUE
1853	tsa	fpotwol	1853-tsa-fpotwol	1914	amd	tgamm	1914-amd-tgamm	FALSE	train	1853-tsa-fpotwol 1914-amd-tgamm	0	TRUE
1889	wdh	ahonf-v1	1889-wdh-ahonf-v1	1905	amd	hgaah	1905-amd-hgaah	FALSE	train	1889-wdh-ahonf-v1 1905-amd-hgaah	0	TRUE
1889	wdh	ahonf-v1	1889-wdh-ahonf-v1	1889	wdh	ahonf-v2	1889-wdh-ahonf-v2	TRUE	train	1889-wdh-ahonf-v1 1889-wdh-ahonf-v2	1	TRUE
1851	tsa	tlasorl	1851-tsa-tlasorl	1905	amd	algiosf	1905-amd-algiosf	FALSE	train	1851-tsa-tlasorl 1905-amd-algiosf	0	TRUE
1876	amd	nkk	1876-amd-nkk	1894	amd	iwrt	1894-amd-iwrt	TRUE	train	1876-amd-nkk 1894-amd-iwrt	1	TRUE
1868	tsa	ats	1868-tsa-ats	1890	tsa	absal	1890-tsa-absal	TRUE	train	1868-tsa-ats 1890-tsa-absal	1	TRUE
1870	amd	kar	1870-amd-kar	1913	amd	amc	1913-amd-amc	TRUE	train	1870-amd-kar 1913-amd-amc	1	TRUE
1851	tsa	wftw	1851-tsa-wftw	1913	amd	amc	1913-amd-amc	FALSE	train	1851-tsa-wftw 1913-amd-amc	0	TRUE
1859	tsa	lg	1859-tsa-lg	1913	amd	amc	1913-amd-amc	FALSE	train	1859-tsa-lg 1913-amd-amc	0	TRUE
1889	amd	amaae	1889-amd-amaae	1905	amd	hgaah	1905-amd-hgaah	TRUE	train	1889-amd-amaae 1905-amd-hgaah	1	TRUE
1871	amd	hd	1871-amd-hd	1907	amd	hgs	1907-amd-hgs	TRUE	train	1871-amd-hd 1907-amd-hgs	1	TRUE
1856	tsa	fan	1856-tsa-fan	1868	tsa	ats	1868-tsa-ats	TRUE	train	1856-tsa-fan 1868-tsa-ats	1	TRUE
1898	amd	algiob	1898-amd-algiob	1912	amd	tcitlorh	1912-amd-tcitlorh	TRUE	train	1898-amd-algiob 1912-amd-tcitlorh	1	TRUE
1902	amd	algiod	1902-amd-algiod	1912	amd	tcitlorh	1912-amd-tcitlorh	TRUE	train	1902-amd-algiod 1912-amd-tcitlorh	1	TRUE
1900	amd	algiow	1900-amd-algiow	1905	amd	algiosf	1905-amd-algiosf	TRUE	train	1900-amd-algiow 1905-amd-algiosf	1	TRUE
1874	amd	towwlias	1874-amd-towwlias	1909	amd	hgt	1909-amd-hgt	TRUE	train	1874-amd-towwlias 1909-amd-hgt	1	TRUE
1875	amd	da	1875-amd-da	1897	amd	ha	1897-amd-ha	TRUE	train	1875-amd-da 1897-amd-ha	1	TRUE
1874	amd	sd	1874-amd-sd	1894	amd	iwrt	1894-amd-iwrt	TRUE	train	1874-amd-sd 1894-amd-iwrt	1	TRUE
1856	tsa	fan	1856-tsa-fan	1865	tsa	nbm	1865-tsa-nbm	TRUE	train	1856-tsa-fan 1865-tsa-nbm	1	TRUE
1903	us	tjoas	1903-us-tjoas	1854	hbs	smofl	1854-hbs-smofl	FALSE	test	1903-us-tjoas 1854-hbs-smofl	0	FALSE
1895	wta	alae	1895-wta-alae	1906	mt	cfma	1906-mt-cfma	FALSE	test	1895-wta-alae 1906-mt-cfma	0	FALSE
1891	fmc	ttf	1891-fmc-ttf	1881	haj	fcbtp	1881-haj-fcbtp	FALSE	test	1891-fmc-ttf 1881-haj-fcbtp	0	FALSE
1872	haj	ptf	1872-haj-ptf	1906	rwc	ttolp	1906-rwc-ttolp	FALSE	test	1872-haj-ptf 1906-rwc-ttolp	0	FALSE
1898	hj	ttm	1898-hj-ttm	1879	hj	h	1879-hj-h	TRUE	test	1898-hj-ttm 1879-hj-h	1	FALSE
1874	wta	tcw	1874-wta-tcw	1900	haj	adoh	1900-haj-adoh	FALSE	test	1874-wta-tcw 1900-haj-adoh	0	FALSE
1878	hj	te	1878-hj-te	1882	lma	ajsb-v6	1882-lma-ajsb-v6	FALSE	test	1878-hj-te 1882-lma-ajsb-v6	0	FALSE
1883	hj	rh	1883-hj-rh	1898	hj	itc	1898-hj-itc	TRUE	test	1883-hj-rh 1898-hj-itc	1	FALSE
1885	hj	gr	1885-hj-gr	1910	us	sts	1910-us-sts	FALSE	test	1885-hj-gr 1910-us-sts	0	FALSE
1914	us	sm	1914-us-sm	1897	ewaoc	tdof	1897-ewaoc-tdof	FALSE	test	1914-us-sm 1897-ewaoc-tdof	0	FALSE
1896	espw	cfal	1896-espw-cfal	1887	espw	jtf	1887-espw-jtf	TRUE	test	1896-espw-cfal 1887-espw-jtf	1	FALSE
