year.x	author.x	title.x	filename.x	year.y	author.y	title.y	filename.y	same.author	train.or.test	case.id	answer	author.seen
1875	tsa	dowithoaf	1875-tsa-dowithoaf	1920	rwc	tlrf	1920-rwc-tlrf	FALSE	train	1875-tsa-dowithoaf 1920-rwc-tlrf	0	TRUE
1898	ga	tc	1898-ga-tc	1919	ga	ta	1919-ga-ta	TRUE	train	1898-ga-tc 1919-ga-ta	1	TRUE
1870	wta	pap	1870-wta-pap	1881	cdw	wi-2	1881-cdw-wi-2	FALSE	train	1870-wta-pap 1881-cdw-wi-2	0	TRUE
1880	sw	teoac	1880-sw-teoac	1905	ga	ttt	1905-ga-ttt	FALSE	train	1880-sw-teoac 1905-ga-ttt	0	TRUE
1871	amd	ks	1871-amd-ks	1876	amd	nkk	1876-amd-nkk	TRUE	train	1871-amd-ks 1876-amd-nkk	1	TRUE
1895	wdh	mlp	1895-wdh-mlp	1902	wdh	tk	1902-wdh-tk	TRUE	train	1895-wdh-mlp 1902-wdh-tk	1	TRUE
1898	wdh	aoec	1898-wdh-aoec	1913	amd	trhcag	1913-amd-trhcag	FALSE	train	1898-wdh-aoec 1913-amd-trhcag	0	TRUE
1856	tsa	fan	1856-tsa-fan	1872	cdw	bs	1872-cdw-bs	FALSE	train	1856-tsa-fan 1872-cdw-bs	0	TRUE
1897	amd	algola	1897-amd-algola	1905	amd	hgaah	1905-amd-hgaah	TRUE	train	1897-amd-algola 1905-amd-hgaah	1	TRUE
1870	amd	ktw	1870-amd-ktw	1899	amd	thos	1899-amd-thos	TRUE	train	1870-amd-ktw 1899-amd-thos	1	TRUE
1877	sw	pn	1877-sw-pn	1885	wdh	is	1885-wdh-is	FALSE	train	1877-sw-pn 1885-wdh-is	0	TRUE
1880	sw	teoac	1880-sw-teoac	1906	ga	r	1906-ga-r	FALSE	train	1880-sw-teoac 1906-ga-r	0	TRUE
1881	cdw	wi-2	1881-cdw-wi-2	1889	ga	hs	1889-ga-hs	FALSE	train	1881-cdw-wi-2 1889-ga-hs	0	TRUE
1856	wta	non	1856-wta-non	1871	wta	utb	1871-wta-utb	TRUE	train	1856-wta-non 1871-wta-utb	1	TRUE
1893	ga	td	1893-ga-td	1893	lma	ct	1893-lma-ct	FALSE	train	1893-ga-td 1893-lma-ct	0	TRUE
1880	cdw	mwotn	1880-cdw-mwotn	1915	wdh	tdots	1915-wdh-tdots	FALSE	train	1880-cdw-mwotn 1915-wdh-tdots	0	TRUE
1876	mt	taots	1876-mt-taots	1909	mh	tsoall-a	1909-mh-tsoall-a	FALSE	train	1876-mt-taots 1909-mh-tsoall-a	0	TRUE
1896	wta	tbc-r	1896-wta-tbc-r	1898	amd	algiob	1898-amd-algiob	FALSE	train	1896-wta-tbc-r 1898-amd-algiob	0	TRUE
1906	amd	ael	1906-amd-ael	1916	ga	mb	1916-ga-mb	FALSE	train	1906-amd-ael 1916-ga-mb	0	TRUE
1851	tsa	lilfawwrt	1851-tsa-lilfawwrt	1886	amd	fohh	1886-amd-fohh	FALSE	train	1851-tsa-lilfawwrt 1886-amd-fohh	0	TRUE
1875	tsa	dowithoaf	1875-tsa-dowithoaf	1898	ga	tc	1898-ga-tc	FALSE	train	1875-tsa-dowithoaf 1898-ga-tc	0	TRUE
1858	tsa	thbnth	1858-tsa-thbnth	1905	amd	hgaah	1905-amd-hgaah	FALSE	train	1858-tsa-thbnth 1905-amd-hgaah	0	TRUE
1873	mh	j	1873-mh-j	1902	wdh	tfotpb	1902-wdh-tfotpb	FALSE	train	1873-mh-j 1902-wdh-tfotpb	0	TRUE
1889	ga	hs	1889-ga-hs	1905	ga	ttt	1905-ga-ttt	TRUE	train	1889-ga-hs 1905-ga-ttt	1	TRUE
1864	sw	mh-v2	1864-sw-mh-v2	1881	sw	aloc	1881-sw-aloc	TRUE	train	1864-sw-mh-v2 1881-sw-aloc	1	TRUE
1856	sw	hots	1856-sw-hots	1905	amd	hgaah	1905-amd-hgaah	FALSE	train	1856-sw-hots 1905-amd-hgaah	0	TRUE
1883	amd	fgh	1883-amd-fgh	1909	amd	algiop	1909-amd-algiop	TRUE	train	1883-amd-fgh 1909-amd-algiop	1	TRUE
1847	tsa	tm-ia	1847-tsa-tm-ia	1852	tsa	ml	1852-tsa-ml	TRUE	train	1847-tsa-tm-ia 1852-tsa-ml	1	TRUE
1883	amd	wkm	1883-amd-wkm	1897	amd	hpitw	1897-amd-hpitw	TRUE	train	1883-amd-wkm 1897-amd-hpitw	1	TRUE
1881	sw	aloc	1881-sw-aloc	1882	sw	n	1882-sw-n	TRUE	train	1881-sw-aloc 1882-sw-n	1	TRUE
1890	wdh	abt	1890-wdh-abt	1901	amd	algino	1901-amd-algino	FALSE	train	1890-wdh-abt 1901-amd-algino	0	TRUE
