year.x	author.x	title.x	filename.x	year.y	author.y	title.y	filename.y	same.author	train.or.test	case.id	answer	author.seen
1863	mh	h-ia	1863-mh-h-ia	1876	mt	taots	1876-mt-taots	FALSE	train	1863-mh-h-ia 1876-mt-taots	0	TRUE
1884	sw	arw	1884-sw-arw	1912	amd	tcitlorh	1912-amd-tcitlorh	FALSE	train	1884-sw-arw 1912-amd-tcitlorh	0	TRUE
1889	ga	hs	1889-ga-hs	1917	ga	tlp	1917-ga-tlp	TRUE	train	1889-ga-hs 1917-ga-tlp	1	TRUE
1897	amd	algola	1897-amd-algola	1904	amd	algic	1904-amd-algic	TRUE	train	1897-amd-algola 1904-amd-algic	1	TRUE
1908	wdh	far	1908-wdh-far	1909	wdh	sec	1909-wdh-sec	TRUE	train	1908-wdh-far 1909-wdh-sec	1	TRUE
1917	ew	s	1917-ew-s	1918	rwc	tmw	1918-rwc-tmw	FALSE	train	1917-ew-s 1918-rwc-tmw	0	TRUE
1854	mh	a	1854-mh-a	1896	amd	algiony	1896-amd-algiony	FALSE	train	1854-mh-a 1896-amd-algiony	0	TRUE
1883	amd	wkm	1883-amd-wkm	1913	amd	trhcag	1913-amd-trhcag	TRUE	train	1883-amd-wkm 1913-amd-trhcag	1	TRUE
1872	tsa	tyiamt	1872-tsa-tyiamt	1909	wdh	sec	1909-wdh-sec	FALSE	train	1872-tsa-tyiamt 1909-wdh-sec	0	TRUE
1881	wdh	ami	1881-wdh-ami	1915	rwc	wgt	1915-rwc-wgt	FALSE	train	1881-wdh-ami 1915-rwc-wgt	0	TRUE
1860	wta	lbl	1860-wta-lbl	1896	wta	tbc-r	1896-wta-tbc-r	TRUE	train	1860-wta-lbl 1896-wta-tbc-r	1	TRUE
1868	wta	dtr	1868-wta-dtr	1878	mh	dyb-nf	1878-mh-dyb-nf	FALSE	train	1868-wta-dtr 1878-mh-dyb-nf	0	TRUE
1884	wdh	trpsl	1884-wdh-trpsl	1913	rwc	qa	1913-rwc-qa	FALSE	train	1884-wdh-trpsl 1913-rwc-qa	0	TRUE
1880	mh	csith-nf	1880-mh-csith-nf	1880	mh	lipp-nf	1880-mh-lipp-nf	TRUE	train	1880-mh-csith-nf 1880-mh-lipp-nf	1	TRUE
1883	amd	wkm	1883-amd-wkm	1890	amd	algiop	1890-amd-algiop	TRUE	train	1883-amd-wkm 1890-amd-algiop	1	TRUE
1906	amd	ael	1906-amd-ael	1913	amd	trhcag	1913-amd-trhcag	TRUE	train	1906-amd-ael 1913-amd-trhcag	1	TRUE
1890	amd	algiop	1890-amd-algiop	1905	amd	algiosf	1905-amd-algiosf	TRUE	train	1890-amd-algiop 1905-amd-algiosf	1	TRUE
1858	tsa	thbnth	1858-tsa-thbnth	1867	amd	sd	1867-amd-sd	FALSE	train	1858-tsa-thbnth 1867-amd-sd	0	TRUE
1876	amd	nkk	1876-amd-nkk	1884	mh	mhcfb-nf	1884-mh-mhcfb-nf	FALSE	train	1876-amd-nkk 1884-mh-mhcfb-nf	0	TRUE
1894	amd	iwrt	1894-amd-iwrt	1906	amd	algioq	1906-amd-algioq	TRUE	train	1894-amd-iwrt 1906-amd-algioq	1	TRUE
1895	rwc	tkiy	1895-rwc-tkiy	1918	rwc	tmw	1918-rwc-tmw	TRUE	train	1895-rwc-tkiy 1918-rwc-tmw	1	TRUE
1876	amd	nkk	1876-amd-nkk	1898	amd	algiob	1898-amd-algiob	TRUE	train	1876-amd-nkk 1898-amd-algiob	1	TRUE
1893	amd	itkc	1893-amd-itkc	1909	wdh	sec	1909-wdh-sec	FALSE	train	1893-amd-itkc 1909-wdh-sec	0	TRUE
1873	tsa	ca	1873-tsa-ca	1889	tsa	hbe	1889-tsa-hbe	TRUE	train	1873-tsa-ca 1889-tsa-hbe	1	TRUE
1887	wdh	ah	1887-wdh-ah	1905	ga	ttt	1905-ga-ttt	FALSE	train	1887-wdh-ah 1905-ga-ttt	0	TRUE
1851	tsa	wftw	1851-tsa-wftw	1894	mt	tet	1894-mt-tet	FALSE	train	1851-tsa-wftw 1894-mt-tet	0	TRUE
1854	lma	ff	1854-lma-ff	1889	amd	amaae	1889-amd-amaae	FALSE	train	1854-lma-ff 1889-amd-amaae	0	TRUE
1888	ga	wdmc	1888-ga-wdmc	1889	ga	hs	1889-ga-hs	TRUE	train	1888-ga-wdmc 1889-ga-hs	1	TRUE
1877	cdw	bab	1877-cdw-bab	1898	wdh	aoec	1898-wdh-aoec	FALSE	train	1877-cdw-bab 1898-wdh-aoec	0	TRUE
1907	ga	a	1907-ga-a	1912	amd	tcitlorh	1912-amd-tcitlorh	FALSE	train	1907-ga-a 1912-amd-tcitlorh	0	TRUE
1912	hm	tpoh	1912-hm-tpoh	1914	hm	taok	1914-hm-taok	TRUE	train	1912-hm-tpoh 1914-hm-taok	1	TRUE
1879	wdh	tlofa	1879-wdh-tlofa	1887	wdh	ah	1887-wdh-ah	TRUE	train	1879-wdh-tlofa 1887-wdh-ah	1	TRUE
1889	amd	amaae	1889-amd-amaae	1912	hm	tpoh	1912-hm-tpoh	FALSE	train	1889-amd-amaae 1912-hm-tpoh	0	TRUE
1856	tsa	fan	1856-tsa-fan	1879	sw	md	1879-sw-md	FALSE	train	1856-tsa-fan 1879-sw-md	0	TRUE
1881	wdh	dbp	1881-wdh-dbp	1906	amd	ael	1906-amd-ael	FALSE	train	1881-wdh-dbp 1906-amd-ael	0	TRUE
1898	amd	algiob	1898-amd-algiob	1913	amd	trhcag	1913-amd-trhcag	TRUE	train	1898-amd-algiob 1913-amd-trhcag	1	TRUE
1866	amd	it	1866-amd-it	1899	amd	thos	1899-amd-thos	TRUE	train	1866-amd-it 1899-amd-thos	1	TRUE
1894	wdh	atfa	1894-wdh-atfa	1895	wdh	mlp	1895-wdh-mlp	TRUE	train	1894-wdh-atfa 1895-wdh-mlp	1	TRUE
1880	sw	teoac	1880-sw-teoac	1916	wdh	yomy	1916-wdh-yomy	FALSE	train	1880-sw-teoac 1916-wdh-yomy	0	TRUE
1903	amd	hgs	1903-amd-hgs	1908	amd	algios	1908-amd-algios	TRUE	train	1903-amd-hgs 1908-amd-algios	1	TRUE
1898	ga	tvr	1898-ga-tvr	1916	wdh	yomy	1916-wdh-yomy	FALSE	train	1898-ga-tvr 1916-wdh-yomy	0	TRUE
1871	amd	ks	1871-amd-ks	1900	ga	sn	1900-ga-sn	FALSE	train	1871-amd-ks 1900-ga-sn	0	TRUE
1896	wdh	tlatlh	1896-wdh-tlatlh	1902	wdh	tk	1902-wdh-tk	TRUE	train	1896-wdh-tlatlh 1902-wdh-tk	1	TRUE
1856	tsa	twg	1856-tsa-twg	1920	rwc	tlrf	1920-rwc-tlrf	FALSE	train	1856-tsa-twg 1920-rwc-tlrf	0	TRUE
