year.x	author.x	title.x	filename.x	year.y	author.y	title.y	filename.y	same.author	train.or.test	case.id	answer	author.seen
1899	wdh	arl	1899-wdh-arl	1908	wdh	far	1908-wdh-far	TRUE	train	1899-wdh-arl 1908-wdh-far	1	TRUE
1859	tsa	lg	1859-tsa-lg	1921	ga	sil	1921-ga-sil	FALSE	train	1859-tsa-lg 1921-ga-sil	0	TRUE
1870	amd	kar	1870-amd-kar	1913	amd	trhcag	1913-amd-trhcag	TRUE	train	1870-amd-kar 1913-amd-trhcag	1	TRUE
1867	wta	saf	1867-wta-saf	1876	sw	wh-c	1876-sw-wh-c	FALSE	train	1867-wta-saf 1876-sw-wh-c	0	TRUE
1870	amd	kar	1870-amd-kar	1902	wdh	tk	1902-wdh-tk	FALSE	train	1870-amd-kar 1902-wdh-tk	0	TRUE
1887	es	mim	1887-es-mim	1913	amd	trhcag	1913-amd-trhcag	FALSE	train	1887-es-mim 1913-amd-trhcag	0	TRUE
1879	wdh	tlofa	1879-wdh-tlofa	1890	wdh	abt	1890-wdh-abt	TRUE	train	1879-wdh-tlofa 1890-wdh-abt	1	TRUE
1882	cfw	a	1882-cfw-a	1912	amd	tcitlorh	1912-amd-tcitlorh	FALSE	train	1882-cfw-a 1912-amd-tcitlorh	0	TRUE
1851	tsa	lilfawwrt	1851-tsa-lilfawwrt	1851	tsa	tlasorl	1851-tsa-tlasorl	TRUE	train	1851-tsa-lilfawwrt 1851-tsa-tlasorl	1	TRUE
1872	tsa	tyiamt	1872-tsa-tyiamt	1899	wdh	arl	1899-wdh-arl	FALSE	train	1872-tsa-tyiamt 1899-wdh-arl	0	TRUE
1856	tsa	woc	1856-tsa-woc	1859	tsa	tacoah	1859-tsa-tacoah	TRUE	train	1856-tsa-woc 1859-tsa-tacoah	1	TRUE
1868	wta	osb	1868-wta-osb	1880	mh	lipp-nf	1880-mh-lipp-nf	FALSE	train	1868-wta-osb 1880-mh-lipp-nf	0	TRUE
1880	cfw	rtk	1880-cfw-rtk	1906	amd	algioq	1906-amd-algioq	FALSE	train	1880-cfw-rtk 1906-amd-algioq	0	TRUE
1873	cfw	tosh	1873-cfw-tosh	1892	wta	fftr	1892-wta-fftr	FALSE	train	1873-cfw-tosh 1892-wta-fftr	0	TRUE
1850	sw	www-v2	1850-sw-www-v2	1870	sw	wsc	1870-sw-wsc	TRUE	train	1850-sw-www-v2 1870-sw-wsc	1	TRUE
1850	sw	www-v2	1850-sw-www-v2	1871	wdh	ss	1871-wdh-ss	FALSE	train	1850-sw-www-v2 1871-wdh-ss	0	TRUE
1906	es	ha	1906-es-ha	1915	rwc	wgt	1915-rwc-wgt	FALSE	train	1906-es-ha 1915-rwc-wgt	0	TRUE
1852	tsa	hhalp	1852-tsa-hhalp	1872	tsa	tyiamt	1872-tsa-tyiamt	TRUE	train	1852-tsa-hhalp 1872-tsa-tyiamt	1	TRUE
1851	tsa	wftw	1851-tsa-wftw	1903	amd	hgs	1903-amd-hgs	FALSE	train	1851-tsa-wftw 1903-amd-hgs	0	TRUE
1874	amd	sd	1874-amd-sd	1889	wdh	ahonf-v2	1889-wdh-ahonf-v2	FALSE	train	1874-amd-sd 1889-wdh-ahonf-v2	0	TRUE
1852	sw	q-v2	1852-sw-q-v2	1872	sw	t	1872-sw-t	TRUE	train	1852-sw-q-v2 1872-sw-t	1	TRUE
1864	sw	toh	1864-sw-toh	1894	mh	mwws	1894-mh-mwws	FALSE	train	1864-sw-toh 1894-mh-mwws	0	TRUE
1892	es	ip	1892-es-ip	1895	rwc	tkiy	1895-rwc-tkiy	FALSE	train	1892-es-ip 1895-rwc-tkiy	0	TRUE
1870	sw	wsc	1870-sw-wsc	1900	amd	algiow	1900-amd-algiow	FALSE	train	1870-sw-wsc 1900-amd-algiow	0	TRUE
1864	sw	toh	1864-sw-toh	1877	sw	d	1877-sw-d	TRUE	train	1864-sw-toh 1877-sw-d	1	TRUE
1868	tsa	aasaos	1868-tsa-aasaos	1884	wdh	trpsl	1884-wdh-trpsl	FALSE	train	1868-tsa-aasaos 1884-wdh-trpsl	0	TRUE
1885	wdh	is	1885-wdh-is	1915	wdh	tdots	1915-wdh-tdots	TRUE	train	1885-wdh-is 1915-wdh-tdots	1	TRUE
1881	wdh	dbp	1881-wdh-dbp	1902	wdh	tfotpb	1902-wdh-tfotpb	TRUE	train	1881-wdh-dbp 1902-wdh-tfotpb	1	TRUE
1877	amd	fhtm	1877-amd-fhtm	1880	amd	liagc	1880-amd-liagc	TRUE	train	1877-amd-fhtm 1880-amd-liagc	1	TRUE
1852	sw	q-v2	1852-sw-q-v2	1916	wdh	yomy	1916-wdh-yomy	FALSE	train	1852-sw-q-v2 1916-wdh-yomy	0	TRUE
1864	sw	mh	1864-sw-mh	1880	sw	teoac	1880-sw-teoac	TRUE	train	1864-sw-mh 1880-sw-teoac	1	TRUE
1889	lma	ll-v3	1889-lma-ll-v3	1900	amd	algiow	1900-amd-algiow	FALSE	train	1889-lma-ll-v3 1900-amd-algiow	0	TRUE
1865	wta	tyl	1865-wta-tyl	1871	wta	utb	1871-wta-utb	TRUE	train	1865-wta-tyl 1871-wta-utb	1	TRUE
1851	tsa	lilfawwrt	1851-tsa-lilfawwrt	1920	rwc	tlrf	1920-rwc-tlrf	FALSE	train	1851-tsa-lilfawwrt 1920-rwc-tlrf	0	TRUE
