year.x	author.x	title.x	filename.x	year.y	author.y	title.y	filename.y	same.author	train.or.test	case.id	answer	author.seen
1881	wdh	dbp	1881-wdh-dbp	1907	wdh	tteotn	1907-wdh-tteotn	TRUE	train	1881-wdh-dbp 1907-wdh-tteotn	1	TRUE
1865	tsa	nbm	1865-tsa-nbm	1905	amd	algiosf	1905-amd-algiosf	FALSE	train	1865-tsa-nbm 1905-amd-algiosf	0	TRUE
1870	amd	ktw	1870-amd-ktw	1911	rwc	j	1911-rwc-j	FALSE	train	1870-amd-ktw 1911-rwc-j	0	TRUE
1866	wta	hah	1866-wta-hah	1896	wta	fye	1896-wta-fye	TRUE	train	1866-wta-hah 1896-wta-fye	1	TRUE
1903	amd	algiosl	1903-amd-algiosl	1912	rwc	tbol	1912-rwc-tbol	FALSE	train	1903-amd-algiosl 1912-rwc-tbol	0	TRUE
1851	tsa	wftw	1851-tsa-wftw	1868	wta	osb	1868-wta-osb	FALSE	train	1851-tsa-wftw 1868-wta-osb	0	TRUE
1914	rwc	a	1914-rwc-a	1919	rwc	tct	1919-rwc-tct	TRUE	train	1914-rwc-a 1919-rwc-tct	1	TRUE
1866	amd	it	1866-amd-it	1905	hm	ham-sh	1905-hm-ham-sh	FALSE	train	1866-amd-it 1905-hm-ham-sh	0	TRUE
1874	amd	sd	1874-amd-sd	1909	amd	hgt	1909-amd-hgt	TRUE	train	1874-amd-sd 1909-amd-hgt	1	TRUE
1854	tsa	tniabr	1854-tsa-tniabr	1900	amd	algiow	1900-amd-algiow	FALSE	train	1854-tsa-tniabr 1900-amd-algiow	0	TRUE
1868	wta	osb	1868-wta-osb	1881	sw	aloc	1881-sw-aloc	FALSE	train	1868-wta-osb 1881-sw-aloc	0	TRUE
1875	amd	da	1875-amd-da	1889	amd	amaae	1889-amd-amaae	TRUE	train	1875-amd-da 1889-amd-amaae	1	TRUE
1867	amd	sd	1867-amd-sd	1912	amd	tcitlorh	1912-amd-tcitlorh	TRUE	train	1867-amd-sd 1912-amd-tcitlorh	1	TRUE
1851	tsa	lilfawwrt	1851-tsa-lilfawwrt	1889	tsa	hbe	1889-tsa-hbe	TRUE	train	1851-tsa-lilfawwrt 1889-tsa-hbe	1	TRUE
1871	wta	nl	1871-wta-nl	1894	wta	its	1894-wta-its	TRUE	train	1871-wta-nl 1894-wta-its	1	TRUE
1851	tsa	wftw	1851-tsa-wftw	1867	wdh	vl	1867-wdh-vl	FALSE	train	1851-tsa-wftw 1867-wdh-vl	0	TRUE
