year.x	author.x	title.x	filename.x	year.y	author.y	title.y	filename.y	same.author	train.or.test	case.id	answer	author.seen
1880	cdw	mwotn	1880-cdw-mwotn	1899	mh	wgwn	1899-mh-wgwn	FALSE	train	1880-cdw-mwotn 1899-mh-wgwn	0	TRUE
1897	amd	algola	1897-amd-algola	1897	amd	ha	1897-amd-ha	TRUE	train	1897-amd-algola 1897-amd-ha	1	TRUE
1872	tsa	tyiamt	1872-tsa-tyiamt	1909	amd	hgt	1909-amd-hgt	FALSE	train	1872-tsa-tyiamt 1909-amd-hgt	0	TRUE
1911	rwc	j	1911-rwc-j	1914	rwc	a	1914-rwc-a	TRUE	train	1911-rwc-j 1914-rwc-a	1	TRUE
1896	amd	algiony	1896-amd-algiony	1909	amd	hgt	1909-amd-hgt	TRUE	train	1896-amd-algiony 1909-amd-hgt	1	TRUE
1889	amd	amaae	1889-amd-amaae	1894	amd	iwrt	1894-amd-iwrt	TRUE	train	1889-amd-amaae 1894-amd-iwrt	1	TRUE
1860	sw	sas-c	1860-sw-sas-c	1913	wdh	fst	1913-wdh-fst	FALSE	train	1860-sw-sas-c 1913-wdh-fst	0	TRUE
1870	sw	wsc	1870-sw-wsc	1877	sw	pn	1877-sw-pn	TRUE	train	1870-sw-wsc 1877-sw-pn	1	TRUE
1884	amd	ootw	1884-amd-ootw	1913	amd	trhcag	1913-amd-trhcag	TRUE	train	1884-amd-ootw 1913-amd-trhcag	1	TRUE
1859	tsa	tacoah	1859-tsa-tacoah	1903	amd	algiosl	1903-amd-algiosl	FALSE	train	1859-tsa-tacoah 1903-amd-algiosl	0	TRUE
1871	wta	utb	1871-wta-utb	1896	wta	fye	1896-wta-fye	TRUE	train	1871-wta-utb 1896-wta-fye	1	TRUE
1892	wdh	tqom	1892-wdh-tqom	1906	amd	algioq	1906-amd-algioq	FALSE	train	1892-wdh-tqom 1906-amd-algioq	0	TRUE
1885	wdh	is	1885-wdh-is	1899	wdh	arl	1899-wdh-arl	TRUE	train	1885-wdh-is 1899-wdh-arl	1	TRUE
1847	tsa	tm-ia	1847-tsa-tm-ia	1866	wta	hah	1866-wta-hah	FALSE	train	1847-tsa-tm-ia 1866-wta-hah	0	TRUE
1874	wdh	afc	1874-wdh-afc	1902	wdh	tk	1902-wdh-tk	TRUE	train	1874-wdh-afc 1902-wdh-tk	1	TRUE
1899	amd	thos	1899-amd-thos	1913	amd	amc	1913-amd-amc	TRUE	train	1899-amd-thos 1913-amd-amc	1	TRUE
1875	mh	blat-nf	1875-mh-blat-nf	1883	amd	fgh	1883-amd-fgh	FALSE	train	1875-mh-blat-nf 1883-amd-fgh	0	TRUE
1852	tsa	ml	1852-tsa-ml	1872	tsa	tyiamt	1872-tsa-tyiamt	TRUE	train	1852-tsa-ml 1872-tsa-tyiamt	1	TRUE
