1870-amd-ktw 1870-amd-wfah	1
1889-wdh-ahonf-v2 1902-wdh-tk	1
1890-wdh-abt 1894-wdh-atfa	1
1870-amd-wfah 1914-amd-tgamm	1
1852-tsa-trowww 1853-tsa-hlas	1
1904-amd-algic 1907-amd-hgs	1
1873-tsa-ca 1880-sw-teoac	0
1884-mh-mhcfb-nf 1896-mh-tsoahh	1
1894-mt-tet 1916-ew-x-sh	0
1852-sw-q 1872-sw-t	1
1856-tsa-fan 1895-wdh-mlp	0
1856-wta-non 1893-wta-avu	1
1877-tsa-tsatu 1897-amd-ha	0
1868-tsa-ats 1875-tsa-dowithoaf	1
1855-tsa-tgtc 1873-tsa-ca	1
1852-tsa-trowww 1860-tsa-tah	1
1875-amd-da 1901-rwc-c	0
1870-amd-wfah 1903-amd-hbkh	1
1866-amd-it 1914-amd-tgamm	1
1880-mt-ata 1884-es-b	0
1895-cfw-tfyaois 1917-ew-s	0
1873-wdh-aca 1896-rwc-tmoc	0
1878-mh-dyb-nf 1884-mh-mhcfb-nf	1
1851-tsa-ttw 1859-tsa-lg	1
1851-tsa-wftw 1873-tsa-ca	1
1880-amd-liagc 1880-mh-csith-nf	0
1873-amd-hn 1881-amd-awi	1
1852-sw-q 1881-amd-awi	0
1850-sw-www-v2 1897-ga-psaht	0
1853-tsa-hlas 1886-amd-fohh	0
1876-wta-ltf 1895-wta-ai	1
1873-mt-tga-c 1907-mt-cfma	1
1856-tsa-twg 1876-mt-ototm	0
1912-hm-tpoh 1920-hm-tpm	1
1883-amd-fgh 1893-amd-itkc	1
1851-tsa-wt 1854-tsa-tniabr	1
1902-ga-tc 1905-ga-ttt	1
1877-sw-pn-? 1883-amd-fgh	0
1876-amd-nkk 1900-amd-algiow	1
1875-mh-blat-nf 1912-amd-tcitlorh	0
1872-cdw-s 1914-hm-taok	0
1868-wta-fof 1871-wta-nl	1
1856-wta-non 1870-wta-pap	1
1854-lma-ff 1882-sw-n	0
1884-wdh-trpsl 1893-wdh-tcob	1
1902-rwc-tmop 1909-mt-efcsvth	0
1889-amd-amaae 1901-amd-algino	1
1847-tsa-tm-ia 1881-sw-aloc	0
1905-ga-ttt 1908-ga-tgi	1
1856-tsa-twg 1868-tsa-ats	1
1860-sw-sas-c 1882-sw-n	1
1870-amd-ktw 1911-hm-tcfb	0
1877-tsa-tsatu 1917-ew-s	0
1851-tsa-ttw 1851-tsa-wftw	1
1900-amd-algiow 1902-ga-tc	0
1864-sw-toh-v2 1870-amd-ktw	0
1901-rwc-c 1904-rwc-tr	1
1850-sw-www 1909-wdh-sec	0
1866-amd-it 1909-amd-algiop	1
1852-sw-q-v2 1864-sw-toh-v2	1
1864-sw-toh-v2 1868-sw-d	1
1871-wdh-twj 1872-sw-t	0
1854-mh-a 1915-rwc-wgt	0
1876-mt-ototm 1891-mt-tac	1
1860-sw-sas-v2-c 1864-sw-toh	1
1874-cdw-batsot 1919-es-tpc	0
1887-es-mim 1892-es-ip	1
1876-sw-wh-c 1887-lma-agfg	0
1884-mh-mhcfb-nf 1916-ew-x-sh	0
1893-mt-ttopw 1894-mt-tsa	1
1896-wdh-tlatlh 1915-wdh-tdots	1
1889-wdh-ahonf-v1 1902-wdh-tfotpb	1
1905-ga-tbitf 1906-ga-r	1
1850-sw-www-v2 1870-amd-wfah	0
1877-wdh-aca 1916-ga-mb	0
1901-amd-algino 1913-amd-trhcag	1
1879-amd-hm 1903-amd-algiosl	1
1853-tsa-fpotwol 1855-tsa-tgtc	1
1852-tsa-trowww 1876-amd-nkk	0
1893-ga-td 1917-ga-tlp	1
1871-amd-hd 1877-amd-fhtm	1
1871-amd-hd 1875-amd-da	1
1871-amd-hd 1905-amd-algiosf	1
1881-sw-aloc 1909-mh-tsoall-a	0
1870-sw-wsc 1906-ga-r	0
1897-amd-algola 1914-amd-tgamm	1
1856-wta-non 1895-wta-ai	1
1852-tsa-hhalp 1871-wta-utb	0
1900-ga-sn 1917-ga-tlp	1
1865-wta-tyl 1870-wta-dad	1
1856-sw-hots 1864-sw-toh-v2	1
1885-wdh-is 1913-wdh-fst	1
1847-tsa-tm-ia 1860-sw-sas-v2-c	0
1874-amd-sd 1875-mh-blat-nf	0
1891-amd-thobh 1906-amd-ael	1
1915-rwc-tgp 1916-rwc-tds	1
1851-tsa-tlasorl 1889-wdh-ahonf-v1	0
1851-tsa-wt 1868-tsa-aasaos	1
1868-amd-sa 1873-amd-hn	1
1868-wta-osb 1870-wta-pap	1
1859-tsa-lg 1879-lma-ajsb	0
1854-tsa-tniabr 1898-amd-algiob	0
1883-amd-fgh 1897-amd-hpitw	1
1909-wdh-sec 1910-wdh-ii	1
1888-ga-wdmc 1902-ga-tc	1
1907-amd-hgs 1913-amd-trhcag	1
1891-es-mm 1913-wdh-fst	0
1902-rwc-tmop 1918-rwc-tmw	1
1898-ga-tc 1907-mt-cs	0
1874-wdh-afc 1888-ga-wdmc	0
1898-ga-tc 1908-wdh-rhao	0
1866-amd-it 1881-sw-aloc	0
1873-amd-hn 1912-amd-tcitlorh	1
1851-tsa-tlasorl 1876-mt-ototm	0
1871-sw-thit 1877-sw-d	1
1851-tsa-ttw 1867-wdh-vl	0
1898-ga-tc 1898-ga-tvr	1
1881-wdh-ami 1894-wdh-atfa	1
1867-amd-sd 1893-amd-itkc	1
1871-sw-thit 1916-ga-mb	0
1868-amd-sa 1870-amd-wfah	1
1883-amd-fgh 1896-amd-algiony	1
1854-tsa-tniabr 1893-amd-itkc	0
1877-sw-d 1881-sw-aloc	1
1851-tsa-ttw 1912-hm-tpoh	0
1872-sw-t 1877-sw-pn	1
1870-mh-al 1906-rwc-tfc	0
1852-tsa-trowww 1913-rwc-qa	0
1884-lma-sws 1884-sw-arw	0
1886-amd-fohh 1890-amd-algiop	1
1860-wta-lbl 1887-lma-agfg	0
1865-wta-tyl 1880-amd-liagc	0
1860-tsa-tah 1902-rwc-tmop	0
1872-tsa-tyiamt 1878-mh-dyb-nf	0
1886-wdh-tmc 1916-ew-x-sh	0
1877-sw-d 1917-rwc-trs	0
1853-tsa-tirotith 1913-wdh-fst	0
1866-amd-it 1909-amd-hgt	1
1856-sw-hots 1894-mt-tet	0
1853-tsa-fpotwol 1887-es-mim	0
1880-sw-teoac 1907-rwc-tys	0
1896-wdh-tlatlh 1901-amd-algino	0
1881-wdh-dbp 1913-wdh-fst	1
1866-wta-haw 1894-wta-its	1
1894-mt-tsa 1904-amd-algic	0
1907-hm-tbm 1909-amd-hgt	0
1853-tsa-fpotwol 1871-wdh-twj	0
1886-amd-fohh 1897-amd-ha	1
1872-tsa-tyiamt 1877-tsa-tsatu	1
1870-amd-wfah 1874-wdh-afc	0
1903-wdh-qs 1906-amd-ael	0
1853-tsa-tirotith 1875-tsa-dowithoaf	1
1879-lma-ajsb 1922-hm-tre-ia	0
1881-wdh-ami 1895-cfw-tfyaois	0
1865-tsa-nbm 1867-wta-saf	0
1884-wdh-trpsl 1895-wdh-mlp	1
1854-mh-a 1915-rwc-tgp	0
1873-tsa-ca 1889-tsa-hbe	1
1875-mh-blat-nf 1903-amd-hbkh	0
1902-amd-algiod 1903-amd-hgs	1
1895-rwc-tkiy 1908-wdh-far	0
1866-sw-twwfe 1908-amd-algios	0
1902-rwc-tmaa 1913-rwc-qa	1
1880-cdw-mwotn 1903-hm-tgc	0
1856-sw-hots 1899-cdw-tf	0
1872-sw-t 1913-wdh-fst	0
1893-amd-itkc 1903-amd-hbkh	1
1877-amd-fhtm 1893-amd-itkc	1
1907-wdh-tteotn 1912-amd-tcitlorh	0
1868-sw-ditf 1913-amd-amc	0
1908-wdh-far 1917-ew-s	0
1887-wdh-ah 1889-wdh-ahonf-v1	1
1915-rwc-tgp 1920-rwc-tlrf	1
1890-wdh-abt 1908-wdh-far	1
1881-wdh-dbp 1922-ga-sf	0
