year.x	author.x	title.x	filename.x	year.y	author.y	title.y	filename.y	same.author	train.or.test	case.id	answer	author.seen
1855	tsa	tgtc	1855-tsa-tgtc	1871	wta	nl	1871-wta-nl	FALSE	train	1855-tsa-tgtc 1871-wta-nl	0	TRUE
1860	sw	sas-v2-c	1860-sw-sas-v2-c	1889	lma	ll-v3	1889-lma-ll-v3	FALSE	train	1860-sw-sas-v2-c 1889-lma-ll-v3	0	TRUE
1870	wta	dad	1870-wta-dad	1915	rwc	tgp	1915-rwc-tgp	FALSE	train	1870-wta-dad 1915-rwc-tgp	0	TRUE
1851	tsa	wt	1851-tsa-wt	1873	tsa	ca	1873-tsa-ca	TRUE	train	1851-tsa-wt 1873-tsa-ca	1	TRUE
1880	mh	lipp-nf	1880-mh-lipp-nf	1896	mh	tsoahh	1896-mh-tsoahh	TRUE	train	1880-mh-lipp-nf 1896-mh-tsoahh	1	TRUE
1877	sw	pn	1877-sw-pn	1894	mh	mwws	1894-mh-mwws	FALSE	train	1877-sw-pn 1894-mh-mwws	0	TRUE
1868	tsa	aasaos	1868-tsa-aasaos	1879	lma	ajsb	1879-lma-ajsb	FALSE	train	1868-tsa-aasaos 1879-lma-ajsb	0	TRUE
1890	tsa	absal	1890-tsa-absal	1907	ga	a	1907-ga-a	FALSE	train	1890-tsa-absal 1907-ga-a	0	TRUE
1854	mh	a	1854-mh-a	1902	rwc	tmop	1902-rwc-tmop	FALSE	train	1854-mh-a 1902-rwc-tmop	0	TRUE
1870	sw	wsc	1870-sw-wsc	1874	cdw	batsot	1874-cdw-batsot	FALSE	train	1870-sw-wsc 1874-cdw-batsot	0	TRUE
1850	sw	www-v2	1850-sw-www-v2	1874	amd	sd	1874-amd-sd	FALSE	train	1850-sw-www-v2 1874-amd-sd	0	TRUE
1886	wdh	tmc	1886-wdh-tmc	1889	tsa	hbe	1889-tsa-hbe	FALSE	train	1886-wdh-tmc 1889-tsa-hbe	0	TRUE
1884	lma	sws	1884-lma-sws	1893	ga	td	1893-ga-td	FALSE	train	1884-lma-sws 1893-ga-td	0	TRUE
1865	tsa	nbm	1865-tsa-nbm	1897	ga	psaht	1897-ga-psaht	FALSE	train	1865-tsa-nbm 1897-ga-psaht	0	TRUE
1853	tsa	tirotith	1853-tsa-tirotith	1922	ga	sf	1922-ga-sf	FALSE	train	1853-tsa-tirotith 1922-ga-sf	0	TRUE
1873	amd	hn	1873-amd-hn	1905	ga	ttt	1905-ga-ttt	FALSE	train	1873-amd-hn 1905-ga-ttt	0	TRUE
1860	wta	lbl	1860-wta-lbl	1897	amd	hpitw	1897-amd-hpitw	FALSE	train	1860-wta-lbl 1897-amd-hpitw	0	TRUE
1852	tsa	hhalp	1852-tsa-hhalp	1908	amd	algios	1908-amd-algios	FALSE	train	1852-tsa-hhalp 1908-amd-algios	0	TRUE
1867	wta	saf	1867-wta-saf	1893	wta	avu	1893-wta-avu	TRUE	train	1867-wta-saf 1893-wta-avu	1	TRUE
1884	lma	sws	1884-lma-sws	1887	lma	agfg	1887-lma-agfg	TRUE	train	1884-lma-sws 1887-lma-agfg	1	TRUE
1889	lma	ll-v3	1889-lma-ll-v3	1921	ga	sil	1921-ga-sil	FALSE	train	1889-lma-ll-v3 1921-ga-sil	0	TRUE
1893	wdh	tcob	1893-wdh-tcob	1913	wdh	fst	1913-wdh-fst	TRUE	train	1893-wdh-tcob 1913-wdh-fst	1	TRUE
1872	cdw	s	1872-cdw-s	1912	rwc	tbol	1912-rwc-tbol	FALSE	train	1872-cdw-s 1912-rwc-tbol	0	TRUE
1874	amd	sd	1874-amd-sd	1909	amd	hgt	1909-amd-hgt	TRUE	train	1874-amd-sd 1909-amd-hgt	1	TRUE
1909	es	dotr	1909-es-dotr	1921	ga	sil	1921-ga-sil	FALSE	train	1909-es-dotr 1921-ga-sil	0	TRUE
1871	wdh	ss	1871-wdh-ss	1880	mh	lipp-nf	1880-mh-lipp-nf	FALSE	train	1871-wdh-ss 1880-mh-lipp-nf	0	TRUE
1880	cdw	mwotn	1880-cdw-mwotn	1906	rwc	tfc	1906-rwc-tfc	FALSE	train	1880-cdw-mwotn 1906-rwc-tfc	0	TRUE
1881	amd	awi	1881-amd-awi	1883	amd	fgh	1883-amd-fgh	TRUE	train	1881-amd-awi 1883-amd-fgh	1	TRUE
1853	tsa	fpotwol	1853-tsa-fpotwol	1881	amd	awi	1881-amd-awi	FALSE	train	1853-tsa-fpotwol 1881-amd-awi	0	TRUE
1851	tsa	wt	1851-tsa-wt	1875	tsa	dowithoaf	1875-tsa-dowithoaf	TRUE	train	1851-tsa-wt 1875-tsa-dowithoaf	1	TRUE
1859	tsa	tacoah	1859-tsa-tacoah	1873	tsa	ca	1873-tsa-ca	TRUE	train	1859-tsa-tacoah 1873-tsa-ca	1	TRUE
1896	rwc	tmoc	1896-rwc-tmoc	1916	rwc	tds	1916-rwc-tds	TRUE	train	1896-rwc-tmoc 1916-rwc-tds	1	TRUE
1854	tsa	tniabr	1854-tsa-tniabr	1873	tsa	ca	1873-tsa-ca	TRUE	train	1854-tsa-tniabr 1873-tsa-ca	1	TRUE
1856	tsa	fan	1856-tsa-fan	1856	tsa	woc	1856-tsa-woc	TRUE	train	1856-tsa-fan 1856-tsa-woc	1	TRUE
1887	es	mim	1887-es-mim	1919	rwc	tct	1919-rwc-tct	FALSE	train	1887-es-mim 1919-rwc-tct	0	TRUE
1880	cdw	mwotn	1880-cdw-mwotn	1913	rwc	qa	1913-rwc-qa	FALSE	train	1880-cdw-mwotn 1913-rwc-qa	0	TRUE
1914	rwc	a	1914-rwc-a	1917	ga	tlp	1917-ga-tlp	FALSE	train	1914-rwc-a 1917-ga-tlp	0	TRUE
1904	rwc	tr	1904-rwc-tr	1908	hm	tlotm	1908-hm-tlotm	FALSE	train	1904-rwc-tr 1908-hm-tlotm	0	TRUE
1867	wdh	vl	1867-wdh-vl	1902	wdh	tfotpb	1902-wdh-tfotpb	TRUE	train	1867-wdh-vl 1902-wdh-tfotpb	1	TRUE
1900	ga	sn	1900-ga-sn	1907	wdh	btdatd	1907-wdh-btdatd	FALSE	train	1900-ga-sn 1907-wdh-btdatd	0	TRUE
1871	amd	hd	1871-amd-hd	1915	hm	tmdm	1915-hm-tmdm	FALSE	train	1871-amd-hd 1915-hm-tmdm	0	TRUE
1865	tsa	nbm	1865-tsa-nbm	1909	es	dotr	1909-es-dotr	FALSE	train	1865-tsa-nbm 1909-es-dotr	0	TRUE
1888	es	e	1888-es-e	1890	tsa	absal	1890-tsa-absal	FALSE	train	1888-es-e 1890-tsa-absal	0	TRUE
1901	rwc	c	1901-rwc-c	1913	hm	pc	1913-hm-pc	FALSE	train	1901-rwc-c 1913-hm-pc	0	TRUE
1866	wta	haw	1866-wta-haw	1893	wta	avu	1893-wta-avu	TRUE	train	1866-wta-haw 1893-wta-avu	1	TRUE
1856	tsa	woc	1856-tsa-woc	1896	rwc	tmoc	1896-rwc-tmoc	FALSE	train	1856-tsa-woc 1896-rwc-tmoc	0	TRUE
1853	tsa	fpotwol	1853-tsa-fpotwol	1859	tsa	lg	1859-tsa-lg	TRUE	train	1853-tsa-fpotwol 1859-tsa-lg	1	TRUE
1903	amd	hbkh	1903-amd-hbkh	1905	amd	hgaah	1905-amd-hgaah	TRUE	train	1903-amd-hbkh 1905-amd-hgaah	1	TRUE
1851	tsa	lilfawwrt	1851-tsa-lilfawwrt	1893	wta	avu	1893-wta-avu	FALSE	train	1851-tsa-lilfawwrt 1893-wta-avu	0	TRUE
